PLAYER,GAME,MIN,REB,AST,TO,STL,BLK,PF,PTS,W,L,Diff,OFFENSE: Pts/Poss,OFFENSE: eFG%,OFFENSE: TOV%,OFFENSE: ORB%,OFFENSE: FT Rate,DEFENSE: Pts/Poss,DEFENSE: eFG%,DEFENSE: TOV%,DEFENSE: ORB%,DEFENSE: FT Rate
deni-avdija,10,37,14,9,3,1,1,5,19,21.0,27.0,-1.9,118.6,0.541,0.133,0.306,21.7,120.4,0.580,0.142,0.282,19.9
dennis-schroder,0,22,2,1,1,1,0,1,8,23.0,25.0,2.7,115.0,0.536,0.126,0.264,20.7,112.3,0.530,0.137,0.263,22.6
dennis-schroder,1,34,3,10,6,2,1,2,16,23.0,26.0,-2.0,114.1,0.534,0.126,0.277,18.4,116.1,0.556,0.146,0.274,20.1
dennis-schroder,2,29,3,6,4,4,0,6,14,21.0,27.0,-1.9,118.6,0.541,0.133,0.306,21.7,120.4,0.580,0.142,0.282,19.9
dennis-schroder,3,28,4,5,1,2,1,2,13,32.0,15.0,8.5,122.1,0.577,0.130,0.280,21.5,113.7,0.532,0.139,0.281,19.9
dennis-schroder,4,22,2,3,2,1,0,1,11,18.0,31.0,-5.7,108.8,0.520,0.148,0.263,18.2,114.5,0.547,0.153,0.277,21.7
dennis-schroder,5,23,1,3,0,0,0,1,2,32.0,17.0,6.8,119.8,0.545,0.135,0.328,21.2,113.0,0.543,0.134,0.250,17.7
dennis-schroder,6,26,0,5,0,0,0,1,7,23.0,26.0,-2.0,114.1,0.534,0.126,0.277,18.4,116.1,0.556,0.146,0.274,20.1
dennis-schroder,7,27,1,6,1,1,0,1,9,26.0,23.0,-1.8,113.8,0.536,0.136,0.255,22.9,115.5,0.559,0.141,0.259,18.3
dennis-schroder,8,33,7,2,2,0,0,4,13,37.0,12.0,8.9,121.2,0.571,0.126,0.271,19.9,112.3,0.528,0.119,0.260,14.9
dennis-schroder,9,23,0,4,1,1,0,2,12,24.0,26.0,-3.2,116.3,0.545,0.157,0.321,20.8,119.5,0.561,0.122,0.273,18.7
dennis-schroder,10,34,1,4,2,0,0,1,22,32.0,15.0,8.5,122.1,0.577,0.130,0.280,21.5,113.7,0.532,0.139,0.281,19.9
dennis-smith-jr,0,19,5,2,0,1,0,2,4,28.0,21.0,3.6,119.7,0.570,0.149,0.285,24.4,116.1,0.544,0.129,0.278,19.0
dennis-smith-jr,1,15,2,5,1,2,0,2,12,24.0,26.0,-3.2,116.3,0.545,0.157,0.321,20.8,119.5,0.561,0.122,0.273,18.7
dennis-smith-jr,2,18,3,4,1,2,0,2,5,23.0,25.0,2.7,115.0,0.536,0.126,0.264,20.7,112.3,0.530,0.137,0.263,22.6
dennis-smith-jr,3,16,2,2,1,0,0,1,0,34.0,15.0,6.9,115.9,0.569,0.153,0.260,22.0,109.1,0.515,0.145,0.263,19.4
dennis-smith-jr,4,29,5,5,5,2,1,5,8,32.0,17.0,6.8,119.8,0.545,0.135,0.328,21.2,113.0,0.543,0.134,0.250,17.7
dennis-smith-jr,5,18,3,1,2,0,0,2,13,32.0,15.0,8.5,122.1,0.577,0.130,0.280,21.5,113.7,0.532,0.139,0.281,19.9
dennis-smith-jr,6,17,2,5,2,3,0,2,11,25.0,25.0,-0.2,115.4,0.561,0.138,0.232,21.8,115.6,0.554,0.136,0.265,16.7
dennis-smith-jr,7,14,3,2,1,2,0,1,2,15.0,33.0,-9.4,109.4,0.508,0.150,0.297,19.1,118.7,0.568,0.147,0.291,21.5
dennis-smith-jr,8,32,5,5,2,4,1,2,8,26.0,23.0,-1.8,113.8,0.536,0.136,0.255,22.9,115.5,0.559,0.141,0.259,18.3
dennis-smith-jr,9,23,4,5,1,0,1,1,2,30.0,16.0,4.5,115.9,0.552,0.137,0.281,18.6,111.4,0.530,0.147,0.265,21.0
dennis-smith-jr,10,29,2,10,1,2,1,6,10,15.0,33.0,-9.4,109.4,0.508,0.150,0.297,19.1,118.7,0.568,0.147,0.291,21.5
dereck-lively-ii,0,41,11,1,2,1,1,5,20,26.0,23.0,0.8,113.3,0.532,0.146,0.290,23.1,112.5,0.549,0.157,0.257,21.4
dereck-lively-ii,1,31,9,0,1,1,0,5,13,28.0,19.0,0.1,117.6,0.565,0.134,0.264,17.9,117.5,0.566,0.138,0.249,21.6
dereck-lively-ii,2,28,11,4,1,1,4,5,9,21.0,27.0,-1.9,118.6,0.541,0.133,0.306,21.7,120.4,0.580,0.142,0.282,19.9
dereck-lively-ii,3,25,2,1,0,1,1,2,8,28.0,21.0,3.6,119.7,0.570,0.149,0.285,24.4,116.1,0.544,0.129,0.278,19.0
dereck-lively-ii,4,25,8,1,1,0,2,2,6,37.0,12.0,8.9,121.2,0.571,0.126,0.271,19.9,112.3,0.528,0.119,0.260,14.9
dereck-lively-ii,5,28,11,2,2,1,0,2,16,25.0,25.0,-0.2,115.4,0.561,0.138,0.232,21.8,115.6,0.554,0.136,0.265,16.7
dereck-lively-ii,6,26,12,1,2,0,0,4,6,28.0,21.0,3.3,117.5,0.559,0.135,0.275,21.4,114.3,0.544,0.140,0.262,20.0
dereck-lively-ii,7,19,4,4,0,2,3,1,0,15.0,33.0,-9.4,109.4,0.508,0.150,0.297,19.1,118.7,0.568,0.147,0.291,21.5
dereck-lively-ii,8,25,6,2,0,1,1,1,10,24.0,26.0,-3.2,116.3,0.545,0.157,0.321,20.8,119.5,0.561,0.122,0.273,18.7
dereck-lively-ii,9,35,14,1,1,0,0,2,12,21.0,24.0,0.7,118.7,0.560,0.146,0.303,19.9,118.0,0.548,0.126,0.269,22.1
dereck-lively-ii,10,15,4,2,2,0,0,5,2,34.0,15.0,6.9,115.9,0.569,0.153,0.260,22.0,109.1,0.515,0.145,0.263,19.4
dereon-seabron,0,2,0,0,0,1,0,0,0,26.0,22.0,-0.0,118.7,0.565,0.125,0.250,20.0,118.7,0.564,0.140,0.293,20.0
dereon-seabron,1,8,3,2,0,0,1,2,3,26.0,22.0,-0.0,118.7,0.565,0.125,0.250,20.0,118.7,0.564,0.140,0.293,20.0
dereon-seabron,2,12,1,0,0,1,0,0,0,23.0,25.0,2.7,115.0,0.536,0.126,0.264,20.7,112.3,0.530,0.137,0.263,22.6
dereon-seabron,3,17,3,1,0,0,0,1,9,34.0,15.0,6.9,115.9,0.569,0.153,0.260,22.0,109.1,0.515,0.145,0.263,19.4
dereon-seabron,4,13,0,1,0,0,0,1,2,6.0,42.0,-10.9,111.3,0.538,0.156,0.278,19.3,122.2,0.566,0.115,0.263,24.4
derrick-jones,0,18,1,1,1,0,0,3,2,21.0,27.0,-1.9,118.6,0.541,0.133,0.306,21.7,120.4,0.580,0.142,0.282,19.9
derrick-jones,1,24,2,1,3,0,0,3,6,28.0,21.0,3.6,119.7,0.570,0.149,0.285,24.4,116.1,0.544,0.129,0.278,19.0
derrick-jones,2,25,2,3,1,0,0,1,5,37.0,12.0,8.9,121.2,0.571,0.126,0.271,19.9,112.3,0.528,0.119,0.260,14.9
derrick-jones,3,27,1,0,0,0,1,2,8,25.0,25.0,-0.2,115.4,0.561,0.138,0.232,21.8,115.6,0.554,0.136,0.265,16.7
derrick-jones,4,28,4,1,1,0,0,4,24,28.0,21.0,3.3,117.5,0.559,0.135,0.275,21.4,114.3,0.544,0.140,0.262,20.0
derrick-jones,5,35,4,1,1,0,1,2,9,32.0,17.0,6.8,119.8,0.545,0.135,0.328,21.2,113.0,0.543,0.134,0.250,17.7
derrick-jones,6,36,4,2,0,0,1,1,11,18.0,31.0,-5.7,108.8,0.520,0.148,0.263,18.2,114.5,0.547,0.153,0.277,21.7
derrick-jones,7,35,10,1,1,1,3,2,12,34.0,15.0,6.9,115.9,0.569,0.153,0.260,22.0,109.1,0.515,0.145,0.263,19.4
derrick-jones,8,20,3,0,3,3,0,4,12,15.0,33.0,-9.4,109.4,0.508,0.150,0.297,19.1,118.7,0.568,0.147,0.291,21.5
derrick-jones,9,23,0,1,1,2,2,2,5,15.0,33.0,-9.4,109.4,0.508,0.150,0.297,19.1,118.7,0.568,0.147,0.291,21.5
derrick-jones,10,24,3,0,2,1,1,1,6,24.0,26.0,-3.2,116.3,0.545,0.157,0.321,20.8,119.5,0.561,0.122,0.273,18.7
derrick-rose,0,16,1,4,0,0,0,1,12,21.0,24.0,0.7,118.7,0.560,0.146,0.303,19.9,118.0,0.548,0.126,0.269,22.1
derrick-rose,1,9,0,2,0,0,0,0,4,10.0,39.0,-8.4,110.8,0.533,0.146,0.256,17.4,119.1,0.566,0.132,0.280,19.6
derrick-rose,2,12,0,3,1,0,0,0,2,28.0,19.0,0.1,117.6,0.565,0.134,0.264,17.9,117.5,0.566,0.138,0.249,21.6
derrick-rose,3,9,1,2,0,0,0,0,3,23.0,25.0,2.7,115.0,0.536,0.126,0.264,20.7,112.3,0.530,0.137,0.263,22.6
derrick-rose,4,31,4,6,1,0,1,4,19,23.0,25.0,2.7,115.0,0.536,0.126,0.264,20.7,112.3,0.530,0.137,0.263,22.6
derrick-rose,5,17,3,4,2,0,0,1,7,26.0,22.0,-0.0,118.7,0.565,0.125,0.250,20.0,118.7,0.564,0.140,0.293,20.0
derrick-rose,6,22,1,7,1,0,0,1,6,34.0,15.0,6.9,115.9,0.569,0.153,0.260,22.0,109.1,0.515,0.145,0.263,19.4
derrick-rose,7,15,1,2,5,2,0,1,4,6.0,42.0,-10.9,111.3,0.538,0.156,0.278,19.3,122.2,0.566,0.115,0.263,24.4
derrick-rose,8,20,2,3,1,1,0,3,6,26.0,22.0,-0.0,118.7,0.565,0.125,0.250,20.0,118.7,0.564,0.140,0.293,20.0
derrick-rose,9,27,4,9,1,0,0,2,14,24.0,26.0,-3.2,116.3,0.545,0.157,0.321,20.8,119.5,0.561,0.122,0.273,18.7
derrick-rose,10,20,2,4,1,1,0,2,12,34.0,15.0,6.9,115.9,0.569,0.153,0.260,22.0,109.1,0.515,0.145,0.263,19.4
derrick-white,0,33,4,6,2,0,2,3,9,25.0,25.0,-0.2,115.4,0.561,0.138,0.232,21.8,115.6,0.554,0.136,0.265,16.7
derrick-white,1,35,2,5,0,1,1,2,24,27.0,23.0,1.1,121.7,0.582,0.134,0.283,18.0,120.7,0.567,0.137,0.297,24.3
derrick-white,2,35,1,4,1,1,1,2,17,28.0,21.0,3.3,117.5,0.559,0.135,0.275,21.4,114.3,0.544,0.140,0.262,20.0
derrick-white,3,24,2,2,1,0,3,2,2,32.0,15.0,8.5,122.1,0.577,0.130,0.280,21.5,113.7,0.532,0.139,0.281,19.9
derrick-white,4,29,6,6,1,0,2,0,15,26.0,23.0,-1.8,113.8,0.536,0.136,0.255,22.9,115.5,0.559,0.141,0.259,18.3
derrick-white,5,34,4,1,1,2,1,3,6,26.0,22.0,-0.0,118.7,0.565,0.125,0.250,20.0,118.7,0.564,0.140,0.293,20.0
derrick-white,6,36,11,3,3,0,2,2,21,23.0,25.0,2.7,115.0,0.536,0.126,0.264,20.7,112.3,0.530,0.137,0.263,22.6
derrick-white,7,36,3,5,1,2,1,3,24,33.0,16.0,4.1,118.9,0.562,0.130,0.292,18.0,114.7,0.536,0.125,0.267,20.5
derrick-white,8,37,2,1,3,0,0,1,22,17.0,31.0,-2.8,115.0,0.547,0.134,0.273,18.5,117.8,0.561,0.136,0.279,18.0
derrick-white,9,25,3,5,0,2,0,1,13,23.0,25.0,2.7,115.0,0.536,0.126,0.264,20.7,112.3,0.530,0.137,0.263,22.6
derrick-white,10,18,1,0,0,0,0,0,2,32.0,16.0,3.4,120.9,0.576,0.125,0.251,23.4,117.5,0.542,0.114,0.263,19.4
desmond-bane,0,23,1,3,0,1,0,3,15,32.0,15.0,8.5,122.1,0.577,0.130,0.280,21.5,113.7,0.532,0.139,0.281,19.9
desmond-bane,1,39,9,4,2,0,0,3,32,26.0,22.0,-0.0,118.7,0.565,0.125,0.250,20.0,118.7,0.564,0.140,0.293,20.0
desmond-bane,2,37,5,5,3,1,1,3,23,28.0,21.0,3.6,119.7,0.570,0.149,0.285,24.4,116.1,0.544,0.129,0.278,19.0
desmond-bane,3,37,5,13,3,1,0,2,24,25.0,25.0,-0.2,115.4,0.561,0.138,0.232,21.8,115.6,0.554,0.136,0.265,16.7
desmond-bane,4,38,4,8,0,0,0,4,22,17.0,31.0,-2.8,115.0,0.547,0.134,0.273,18.5,117.8,0.561,0.136,0.279,18.0
desmond-bane,5,34,3,2,3,0,0,1,24,10.0,39.0,-8.4,110.8,0.533,0.146,0.256,17.4,119.1,0.566,0.132,0.280,19.6
desmond-bane,6,35,7,6,2,0,0,2,17,28.0,19.0,0.1,117.6,0.565,0.134,0.264,17.9,117.5,0.566,0.138,0.249,21.6
desmond-bane,7,37,7,5,2,2,0,3,18,32.0,15.0,8.5,122.1,0.577,0.130,0.280,21.5,113.7,0.532,0.139,0.281,19.9
desmond-bane,8,25,1,2,2,1,0,3,23,33.0,16.0,4.1,118.9,0.562,0.130,0.292,18.0,114.7,0.536,0.125,0.267,20.5
desmond-bane,9,40,5,7,1,0,1,5,27,28.0,21.0,3.3,117.5,0.559,0.135,0.275,21.4,114.3,0.544,0.140,0.262,20.0
desmond-bane,10,36,6,6,2,1,1,0,37,21.0,27.0,-1.9,118.6,0.541,0.133,0.306,21.7,120.4,0.580,0.142,0.282,19.9
devin-booker,0,38,6,4,2,1,0,4,24,21.0,27.0,-1.9,118.6,0.541,0.133,0.306,21.7,120.4,0.580,0.142,0.282,19.9
devin-booker,1,36,3,8,2,2,1,5,22,19.0,28.0,-1.0,116.0,0.540,0.129,0.284,17.8,117.0,0.547,0.125,0.268,20.6
devin-booker,2,41,8,7,0,1,1,2,22,26.0,23.0,-1.8,113.8,0.536,0.136,0.255,22.9,115.5,0.559,0.141,0.259,18.3
devin-booker,3,36,4,3,4,1,2,3,44,26.0,23.0,0.8,113.3,0.532,0.146,0.290,23.1,112.5,0.549,0.157,0.257,21.4
devin-booker,4,38,5,4,4,1,2,2,62,27.0,23.0,1.1,121.7,0.582,0.134,0.283,18.0,120.7,0.567,0.137,0.297,24.3
devin-booker,5,35,7,3,2,2,0,0,46,26.0,22.0,-0.0,118.7,0.565,0.125,0.250,20.0,118.7,0.564,0.140,0.293,20.0
devin-booker,6,41,4,5,2,1,0,2,16,23.0,26.0,-2.0,114.1,0.534,0.126,0.277,18.4,116.1,0.556,0.146,0.274,20.1
devin-booker,7,36,6,8,2,2,0,2,26,27.0,23.0,1.1,121.7,0.582,0.134,0.283,18.0,120.7,0.567,0.137,0.297,24.3
devin-booker,8,37,4,5,1,0,0,0,52,28.0,21.0,3.3,117.5,0.559,0.135,0.275,21.4,114.3,0.544,0.140,0.262,20.0
devin-booker,9,38,4,11,2,0,0,4,16,28.0,19.0,0.1,117.6,0.565,0.134,0.264,17.9,117.5,0.566,0.138,0.249,21.6
devin-booker,10,39,6,7,0,0,0,2,34,15.0,33.0,-9.4,109.4,0.508,0.150,0.297,19.1,118.7,0.568,0.147,0.291,21.5
devin-vassell,0,36,3,3,2,0,1,0,28,28.0,21.0,3.3,117.5,0.559,0.135,0.275,21.4,114.3,0.544,0.140,0.262,20.0
devin-vassell,1,37,4,4,1,0,1,1,26,26.0,23.0,0.8,113.3,0.532,0.146,0.290,23.1,112.5,0.549,0.157,0.257,21.4
devin-vassell,2,35,5,4,5,0,1,1,24,9.0,39.0,-9.8,111.9,0.544,0.133,0.222,17.9,121.8,0.566,0.136,0.321,20.1
devin-vassell,3,36,4,5,2,2,0,2,25,34.0,15.0,6.9,115.9,0.569,0.153,0.260,22.0,109.1,0.515,0.145,0.263,19.4
devin-vassell,4,32,4,2,1,0,0,1,15,15.0,33.0,-9.4,109.4,0.508,0.150,0.297,19.1,118.7,0.568,0.147,0.291,21.5
devin-vassell,5,34,5,7,0,0,1,1,21,34.0,15.0,8.4,120.5,0.578,0.123,0.239,21.2,112.1,0.525,0.158,0.307,21.4
devin-vassell,6,38,4,9,1,0,0,3,22,30.0,17.0,6.3,120.3,0.546,0.118,0.277,25.7,114.0,0.536,0.145,0.291,22.1
devin-vassell,7,34,5,5,4,1,0,1,21,9.0,39.0,-9.8,111.9,0.544,0.133,0.222,17.9,121.8,0.566,0.136,0.321,20.1
devin-vassell,8,36,5,7,2,2,0,1,17,10.0,37.0,-11.9,110.6,0.529,0.139,0.259,17.0,122.5,0.586,0.138,0.275,21.3
devin-vassell,9,32,2,3,1,1,0,1,21,37.0,12.0,8.9,121.2,0.571,0.126,0.271,19.9,112.3,0.528,0.119,0.260,14.9
devin-vassell,10,30,4,4,0,0,1,0,4,21.0,27.0,-1.9,118.6,0.541,0.133,0.306,21.7,120.4,0.580,0.142,0.282,19.9
devonte-graham,0,5,2,0,0,0,0,0,3,34.0,15.0,8.4,120.5,0.578,0.123,0.239,21.2,112.1,0.525,0.158,0.307,21.4
devonte-graham,1,5,1,0,0,0,0,0,0,37.0,12.0,8.9,121.2,0.571,0.126,0.271,19.9,112.3,0.528,0.119,0.260,14.9
devonte-graham,2,10,0,2,0,1,0,1,8,10.0,37.0,-11.9,110.6,0.529,0.139,0.259,17.0,122.5,0.586,0.138,0.275,21.3
devonte-graham,3,8,2,1,1,0,0,0,9,37.0,12.0,8.9,121.2,0.571,0.126,0.271,19.9,112.3,0.528,0.119,0.260,14.9
devonte-graham,4,8,5,0,0,0,0,0,0,26.0,22.0,-0.0,118.7,0.565,0.125,0.250,20.0,118.7,0.564,0.140,0.293,20.0
devonte-graham,5,7,0,2,0,0,0,1,7,28.0,21.0,3.3,117.5,0.559,0.135,0.275,21.4,114.3,0.544,0.140,0.262,20.0
devonte-graham,6,10,1,3,0,0,0,0,0,25.0,25.0,-0.2,115.4,0.561,0.138,0.232,21.8,115.6,0.554,0.136,0.265,16.7
devonte-graham,7,7,0,3,0,0,0,0,2,33.0,16.0,4.1,118.9,0.562,0.130,0.292,18.0,114.7,0.536,0.125,0.267,20.5
devonte-graham,8,17,1,7,2,0,0,2,4,34.0,15.0,8.4,120.5,0.578,0.123,0.239,21.2,112.1,0.525,0.158,0.307,21.4
devonte-graham,9,12,1,1,0,2,1,0,2,27.0,23.0,1.1,121.7,0.582,0.134,0.283,18.0,120.7,0.567,0.137,0.297,24.3
dexter-dennis,0,6,2,0,3,0,1,1,0,10.0,39.0,-8.4,110.8,0.533,0.146,0.256,17.4,119.1,0.566,0.132,0.280,19.6
dexter-dennis,1,17,5,4,0,0,0,0,18,23.0,25.0,2.7,115.0,0.536,0.126,0.264,20.7,112.3,0.530,0.137,0.263,22.6
dexter-dennis,2,3,2,0,0,0,0,0,0,34.0,15.0,8.4,120.5,0.578,0.123,0.239,21.2,112.1,0.525,0.158,0.307,21.4
dexter-dennis,3,4,0,0,0,0,0,0,4,18.0,31.0,-5.7,108.8,0.520,0.148,0.263,18.2,114.5,0.547,0.153,0.277,21.7
dillon-brooks,0,24,5,0,0,0,1,1,6,17.0,31.0,-2.8,115.0,0.547,0.134,0.273,18.5,117.8,0.561,0.136,0.279,18.0
dillon-brooks,1,31,3,1,0,0,0,4,13,28.0,21.0,3.3,117.5,0.559,0.135,0.275,21.4,114.3,0.544,0.140,0.262,20.0
dillon-brooks,2,28,3,1,1,1,0,5,17,25.0,25.0,-0.2,115.4,0.561,0.138,0.232,21.8,115.6,0.554,0.136,0.265,16.7
dillon-brooks,3,39,5,2,2,1,0,6,19,19.0,28.0,-1.0,116.0,0.540,0.129,0.284,17.8,117.0,0.547,0.125,0.268,20.6
dillon-brooks,4,25,0,1,0,0,1,3,12,10.0,37.0,-11.9,110.6,0.529,0.139,0.259,17.0,122.5,0.586,0.138,0.275,21.3
dillon-brooks,5,32,4,4,3,0,0,3,14,15.0,33.0,-9.4,109.4,0.508,0.150,0.297,19.1,118.7,0.568,0.147,0.291,21.5
dillon-brooks,6,40,5,1,0,4,0,5,25,37.0,12.0,8.9,121.2,0.571,0.126,0.271,19.9,112.3,0.528,0.119,0.260,14.9
dillon-brooks,7,35,5,1,0,0,0,2,7,24.0,26.0,-3.2,116.3,0.545,0.157,0.321,20.8,119.5,0.561,0.122,0.273,18.7
dillon-brooks,8,40,1,0,1,1,1,3,11,32.0,17.0,6.8,119.8,0.545,0.135,0.328,21.2,113.0,0.543,0.134,0.250,17.7
dillon-brooks,9,31,6,0,0,2,0,2,18,30.0,17.0,6.3,120.3,0.546,0.118,0.277,25.7,114.0,0.536,0.145,0.291,22.1
dillon-brooks,10,25,1,0,0,1,0,4,12,37.0,12.0,8.9,121.2,0.571,0.126,0.271,19.9,112.3,0.528,0.119,0.260,14.9
dmoi-hodge,0,8,0,3,0,0,0,0,5,10.0,39.0,-8.4,110.8,0.533,0.146,0.256,17.4,119.1,0.566,0.132,0.280,19.6
dmoi-hodge,1,4,0,0,0,0,0,0,0,34.0,15.0,8.4,120.5,0.578,0.123,0.239,21.2,112.1,0.525,0.158,0.307,21.4
dmoi-hodge,2,5,0,0,0,1,0,1,3,6.0,42.0,-10.9,111.3,0.538,0.156,0.278,19.3,122.2,0.566,0.115,0.263,24.4
dmoi-hodge,3,8,0,1,0,0,0,1,3,30.0,17.0,6.3,120.3,0.546,0.118,0.277,25.7,114.0,0.536,0.145,0.291,22.1
dmoi-hodge,4,1,0,0,0,0,0,0,0,28.0,19.0,0.1,117.6,0.565,0.134,0.264,17.9,117.5,0.566,0.138,0.249,21.6
dmoi-hodge,5,10,0,1,1,0,1,1,3,23.0,25.0,2.7,115.0,0.536,0.126,0.264,20.7,112.3,0.530,0.137,0.263,22.6
dmoi-hodge,6,4,0,0,0,0,0,1,0,26.0,23.0,0.8,113.3,0.532,0.146,0.290,23.1,112.5,0.549,0.157,0.257,21.4
domantas-sabonis,0,35,11,7,4,2,1,3,26,27.0,23.0,1.1,121.7,0.582,0.134,0.283,18.0,120.7,0.567,0.137,0.297,24.3
domantas-sabonis,1,38,17,13,1,1,1,0,19,26.0,23.0,-1.8,113.8,0.536,0.136,0.255,22.9,115.5,0.559,0.141,0.259,18.3
domantas-sabonis,2,38,26,5,3,0,0,3,20,18.0,31.0,-5.7,108.8,0.520,0.148,0.263,18.2,114.5,0.547,0.153,0.277,21.7
domantas-sabonis,3,36,11,4,6,0,0,6,17,26.0,22.0,-0.0,118.7,0.565,0.125,0.250,20.0,118.7,0.564,0.140,0.293,20.0
domantas-sabonis,4,35,8,13,3,0,1,5,18,21.0,24.0,0.7,118.7,0.560,0.146,0.303,19.9,118.0,0.548,0.126,0.269,22.1
domantas-sabonis,5,38,21,6,4,2,0,4,14,21.0,27.0,-1.9,118.6,0.541,0.133,0.306,21.7,120.4,0.580,0.142,0.282,19.9
domantas-sabonis,6,38,11,10,3,0,1,5,21,27.0,23.0,1.1,121.7,0.582,0.134,0.283,18.0,120.7,0.567,0.137,0.297,24.3
domantas-sabonis,7,39,12,11,2,0,1,2,21,28.0,21.0,3.6,119.7,0.570,0.149,0.285,24.4,116.1,0.544,0.129,0.278,19.0
domantas-sabonis,8,45,13,15,3,1,1,3,21,32.0,16.0,3.4,120.9,0.576,0.125,0.251,23.4,117.5,0.542,0.114,0.263,19.4
domantas-sabonis,9,33,12,5,4,0,0,3,14,30.0,17.0,6.3,120.3,0.546,0.118,0.277,25.7,114.0,0.536,0.145,0.291,22.1
domantas-sabonis,10,28,10,7,2,0,1,2,24,10.0,37.0,-11.9,110.6,0.529,0.139,0.259,17.0,122.5,0.586,0.138,0.275,21.3
dominick-barlow,0,18,5,0,0,1,1,1,7,26.0,23.0,0.8,113.3,0.532,0.146,0.290,23.1,112.5,0.549,0.157,0.257,21.4
dominick-barlow,1,14,2,5,1,0,0,6,4,9.0,39.0,-9.8,111.9,0.544,0.133,0.222,17.9,121.8,0.566,0.136,0.321,20.1
dominick-barlow,2,18,4,1,0,0,1,1,9,34.0,15.0,6.9,115.9,0.569,0.153,0.260,22.0,109.1,0.515,0.145,0.263,19.4
dominick-barlow,3,19,4,2,1,0,1,0,12,10.0,37.0,-11.9,110.6,0.529,0.139,0.259,17.0,122.5,0.586,0.138,0.275,21.3
dominick-barlow,4,21,4,0,0,0,0,1,5,37.0,12.0,8.9,121.2,0.571,0.126,0.271,19.9,112.3,0.528,0.119,0.260,14.9
dominick-barlow,5,17,7,1,0,1,0,2,4,21.0,27.0,-1.9,118.6,0.541,0.133,0.306,21.7,120.4,0.580,0.142,0.282,19.9
dominick-barlow,6,22,6,3,0,1,1,1,5,23.0,26.0,-2.0,114.1,0.534,0.126,0.277,18.4,116.1,0.556,0.146,0.274,20.1
dominick-barlow,7,17,6,1,0,0,3,2,5,10.0,37.0,-11.9,110.6,0.529,0.139,0.259,17.0,122.5,0.586,0.138,0.275,21.3
dominick-barlow,8,24,8,4,0,0,2,3,11,6.0,42.0,-10.9,111.3,0.538,0.156,0.278,19.3,122.2,0.566,0.115,0.263,24.4
dominick-barlow,9,22,6,2,1,1,1,3,6,30.0,16.0,4.5,115.9,0.552,0.137,0.281,18.6,111.4,0.530,0.147,0.265,21.0
dominick-barlow,10,15,1,4,0,1,2,1,6,32.0,16.0,3.4,120.9,0.576,0.125,0.251,23.4,117.5,0.542,0.114,0.263,19.4
donovan-mitchell,0,33,4,7,4,0,0,3,25,18.0,31.0,-5.7,108.8,0.520,0.148,0.263,18.2,114.5,0.547,0.153,0.277,21.7
donovan-mitchell,1,35,6,8,2,2,1,2,45,6.0,42.0,-10.9,111.3,0.538,0.156,0.278,19.3,122.2,0.566,0.115,0.263,24.4
donovan-mitchell,2,39,4,12,2,2,1,3,28,32.0,15.0,8.5,122.1,0.577,0.130,0.280,21.5,113.7,0.532,0.139,0.281,19.9
donovan-mitchell,3,37,8,6,5,1,1,2,32,32.0,16.0,3.4,120.9,0.576,0.125,0.251,23.4,117.5,0.542,0.114,0.263,19.4
donovan-mitchell,4,39,7,8,6,1,0,5,23,32.0,16.0,3.4,120.9,0.576,0.125,0.251,23.4,117.5,0.542,0.114,0.263,19.4
donovan-mitchell,5,30,3,13,3,4,0,3,25,26.0,23.0,0.8,113.3,0.532,0.146,0.290,23.1,112.5,0.549,0.157,0.257,21.4
donovan-mitchell,6,36,6,8,1,0,1,3,18,21.0,27.0,-1.9,118.6,0.541,0.133,0.306,21.7,120.4,0.580,0.142,0.282,19.9
donovan-mitchell,7,26,5,7,1,3,0,1,31,32.0,16.0,3.4,120.9,0.576,0.125,0.251,23.4,117.5,0.542,0.114,0.263,19.4
donovan-mitchell,8,37,3,7,2,2,0,0,34,23.0,26.0,-2.0,114.1,0.534,0.126,0.277,18.4,116.1,0.556,0.146,0.274,20.1
donovan-mitchell,9,41,12,6,7,4,0,1,45,19.0,28.0,-1.0,116.0,0.540,0.129,0.284,17.8,117.0,0.547,0.125,0.268,20.6
donovan-mitchell,10,37,2,9,4,1,0,1,17,10.0,39.0,-8.4,110.8,0.533,0.146,0.256,17.4,119.1,0.566,0.132,0.280,19.6
donte-divincenzo,0,38,2,3,1,2,0,1,20,27.0,23.0,1.1,121.7,0.582,0.134,0.283,18.0,120.7,0.567,0.137,0.297,24.3
donte-divincenzo,1,39,5,4,0,4,1,3,33,24.0,26.0,-3.2,116.3,0.545,0.157,0.321,20.8,119.5,0.561,0.122,0.273,18.7
donte-divincenzo,2,42,6,5,2,0,1,3,28,10.0,37.0,-11.9,110.6,0.529,0.139,0.259,17.0,122.5,0.586,0.138,0.275,21.3
donte-divincenzo,3,20,1,2,0,1,0,1,11,26.0,23.0,-1.8,113.8,0.536,0.136,0.255,22.9,115.5,0.559,0.141,0.259,18.3
donte-divincenzo,4,26,3,6,0,1,0,2,16,33.0,16.0,4.1,118.9,0.562,0.130,0.292,18.0,114.7,0.536,0.125,0.267,20.5
donte-divincenzo,5,25,5,0,3,1,0,0,11,19.0,28.0,-1.0,116.0,0.540,0.129,0.284,17.8,117.0,0.547,0.125,0.268,20.6
