PLAYER,GAME,MIN,REB,AST,TO,STL,BLK,PF,PTS,W,L,Diff,OFFENSE: Pts/Poss,OFFENSE: eFG%,OFFENSE: TOV%,OFFENSE: ORB%,OFFENSE: FT Rate,DEFENSE: Pts/Poss,DEFENSE: eFG%,DEFENSE: TOV%,DEFENSE: ORB%,DEFENSE: FT Rate
rj-barrett,9,36,6,6,0,1,0,3,37,21.0,24.0,0.7,118.7,0.560,0.146,0.303,19.9,118.0,0.548,0.126,0.269,22.1
rj-barrett,10,27,4,2,0,0,1,2,14,28.0,19.0,0.1,117.6,0.565,0.134,0.264,17.9,117.5,0.566,0.138,0.249,21.6
rj-hampton,0,2,0,1,0,0,0,1,0,28.0,21.0,3.6,119.7,0.570,0.149,0.285,24.4,116.1,0.544,0.129,0.278,19.0
rj-hampton,1,1,0,0,0,0,0,0,0,25.0,25.0,-0.2,115.4,0.561,0.138,0.232,21.8,115.6,0.554,0.136,0.265,16.7
rj-hampton,2,12,0,0,0,0,0,2,0,32.0,15.0,8.5,122.1,0.577,0.130,0.280,21.5,113.7,0.532,0.139,0.281,19.9
rj-hampton,3,8,2,0,1,0,0,1,0,24.0,26.0,-3.2,116.3,0.545,0.157,0.321,20.8,119.5,0.561,0.122,0.273,18.7
rj-hampton,4,25,2,3,1,0,0,3,7,21.0,24.0,0.7,118.7,0.560,0.146,0.303,19.9,118.0,0.548,0.126,0.269,22.1
rj-hampton,5,17,0,4,0,0,0,0,0,30.0,17.0,6.3,120.3,0.546,0.118,0.277,25.7,114.0,0.536,0.145,0.291,22.1
rj-hampton,6,9,2,0,1,0,0,1,3,23.0,26.0,-2.0,114.1,0.534,0.126,0.277,18.4,116.1,0.556,0.146,0.274,20.1
rj-hampton,7,2,0,0,0,0,0,0,0,34.0,15.0,6.9,115.9,0.569,0.153,0.260,22.0,109.1,0.515,0.145,0.263,19.4
robert-covington,0,5,1,0,0,0,0,0,0,23.0,26.0,-2.0,114.1,0.534,0.126,0.277,18.4,116.1,0.556,0.146,0.274,20.1
robert-covington,1,16,4,0,0,3,0,4,7,23.0,25.0,2.7,115.0,0.536,0.126,0.264,20.7,112.3,0.530,0.137,0.263,22.6
robert-covington,2,11,1,2,1,2,0,2,2,26.0,23.0,0.8,113.3,0.532,0.146,0.290,23.1,112.5,0.549,0.157,0.257,21.4
robert-covington,3,24,3,2,0,1,1,4,0,17.0,31.0,-2.8,115.0,0.547,0.134,0.273,18.5,117.8,0.561,0.136,0.279,18.0
robert-covington,4,15,2,0,0,2,1,2,2,23.0,26.0,-2.0,114.1,0.534,0.126,0.277,18.4,116.1,0.556,0.146,0.274,20.1
robert-covington,5,14,3,0,1,0,1,2,0,10.0,37.0,-11.9,110.6,0.529,0.139,0.259,17.0,122.5,0.586,0.138,0.275,21.3
robert-covington,6,13,3,0,1,1,0,0,0,6.0,42.0,-10.9,111.3,0.538,0.156,0.278,19.3,122.2,0.566,0.115,0.263,24.4
robert-covington,7,17,6,2,1,0,0,2,5,6.0,42.0,-10.9,111.3,0.538,0.156,0.278,19.3,122.2,0.566,0.115,0.263,24.4
robert-covington,8,14,4,0,0,1,0,1,8,9.0,39.0,-9.8,111.9,0.544,0.133,0.222,17.9,121.8,0.566,0.136,0.321,20.1
robert-covington,9,4,1,0,1,0,0,1,0,9.0,39.0,-9.8,111.9,0.544,0.133,0.222,17.9,121.8,0.566,0.136,0.321,20.1
robert-covington,10,30,5,1,2,5,1,4,18,37.0,12.0,8.9,121.2,0.571,0.126,0.271,19.9,112.3,0.528,0.119,0.260,14.9
robert-williams-c,0,11,3,0,1,0,0,4,5,18.0,31.0,-5.7,108.8,0.520,0.148,0.263,18.2,114.5,0.547,0.153,0.277,21.7
robert-williams-c,1,20,10,0,1,2,1,1,8,18.0,31.0,-5.7,108.8,0.520,0.148,0.263,18.2,114.5,0.547,0.153,0.277,21.7
robert-williams-c,2,19,8,1,1,0,3,4,6,6.0,42.0,-10.9,111.3,0.538,0.156,0.278,19.3,122.2,0.566,0.115,0.263,24.4
robert-williams-c,3,26,7,2,1,2,2,2,6,30.0,17.0,6.3,120.3,0.546,0.118,0.277,25.7,114.0,0.536,0.145,0.291,22.1
robert-williams-c,4,20,3,2,1,0,0,2,6,26.0,23.0,0.8,113.3,0.532,0.146,0.290,23.1,112.5,0.549,0.157,0.257,21.4
robert-williams-c,5,23,7,0,2,3,1,4,10,32.0,15.0,8.5,122.1,0.577,0.130,0.280,21.5,113.7,0.532,0.139,0.281,19.9
robin-lopez,0,5,0,1,0,0,0,1,0,28.0,21.0,3.3,117.5,0.559,0.135,0.275,21.4,114.3,0.544,0.140,0.262,20.0
robin-lopez,1,1,0,0,0,0,0,0,0,30.0,16.0,4.5,115.9,0.552,0.137,0.281,18.6,111.4,0.530,0.147,0.265,21.0
robin-lopez,2,7,1,1,0,0,0,0,2,30.0,16.0,4.5,115.9,0.552,0.137,0.281,18.6,111.4,0.530,0.147,0.265,21.0
robin-lopez,3,1,0,0,0,0,0,0,0,24.0,26.0,-3.2,116.3,0.545,0.157,0.321,20.8,119.5,0.561,0.122,0.273,18.7
robin-lopez,4,2,1,0,0,0,0,0,0,27.0,23.0,1.1,121.7,0.582,0.134,0.283,18.0,120.7,0.567,0.137,0.297,24.3
robin-lopez,5,1,0,0,0,0,0,0,3,19.0,28.0,-1.0,116.0,0.540,0.129,0.284,17.8,117.0,0.547,0.125,0.268,20.6
robin-lopez,6,2,1,0,0,0,0,0,3,10.0,39.0,-8.4,110.8,0.533,0.146,0.256,17.4,119.1,0.566,0.132,0.280,19.6
robin-lopez,7,6,0,1,0,0,1,0,0,6.0,42.0,-10.9,111.3,0.538,0.156,0.278,19.3,122.2,0.566,0.115,0.263,24.4
robin-lopez,8,1,0,0,0,0,0,1,0,27.0,23.0,1.1,121.7,0.582,0.134,0.283,18.0,120.7,0.567,0.137,0.297,24.3
robin-lopez,9,2,0,0,0,0,0,0,0,32.0,17.0,6.8,119.8,0.545,0.135,0.328,21.2,113.0,0.543,0.134,0.250,17.7
robin-lopez,10,1,0,0,0,0,0,2,0,9.0,39.0,-9.8,111.9,0.544,0.133,0.222,17.9,121.8,0.566,0.136,0.321,20.1
royce-oneale,0,21,1,1,0,0,0,5,3,28.0,21.0,3.6,119.7,0.570,0.149,0.285,24.4,116.1,0.544,0.129,0.278,19.0
royce-oneale,1,18,4,2,0,2,2,3,11,24.0,26.0,-3.2,116.3,0.545,0.157,0.321,20.8,119.5,0.561,0.122,0.273,18.7
royce-oneale,2,23,6,0,2,0,1,2,6,23.0,25.0,2.7,115.0,0.536,0.126,0.264,20.7,112.3,0.530,0.137,0.263,22.6
royce-oneale,3,18,4,2,1,0,1,2,3,34.0,15.0,6.9,115.9,0.569,0.153,0.260,22.0,109.1,0.515,0.145,0.263,19.4
royce-oneale,4,20,4,3,1,1,1,3,8,32.0,17.0,6.8,119.8,0.545,0.135,0.328,21.2,113.0,0.543,0.134,0.250,17.7
royce-oneale,5,15,1,0,0,0,0,2,4,32.0,15.0,8.5,122.1,0.577,0.130,0.280,21.5,113.7,0.532,0.139,0.281,19.9
royce-oneale,6,17,7,3,0,0,0,1,0,25.0,25.0,-0.2,115.4,0.561,0.138,0.232,21.8,115.6,0.554,0.136,0.265,16.7
royce-oneale,7,20,3,3,2,0,0,1,2,15.0,33.0,-9.4,109.4,0.508,0.150,0.297,19.1,118.7,0.568,0.147,0.291,21.5
royce-oneale,8,30,9,5,0,0,1,4,15,26.0,23.0,-1.8,113.8,0.536,0.136,0.255,22.9,115.5,0.559,0.141,0.259,18.3
royce-oneale,9,17,2,1,1,0,0,2,0,30.0,16.0,4.5,115.9,0.552,0.137,0.281,18.6,111.4,0.530,0.147,0.265,21.0
royce-oneale,10,18,3,1,2,1,0,3,8,15.0,33.0,-9.4,109.4,0.508,0.150,0.297,19.1,118.7,0.568,0.147,0.291,21.5
rudy-gobert,0,39,16,2,1,0,2,5,22,26.0,23.0,0.8,113.3,0.532,0.146,0.290,23.1,112.5,0.549,0.157,0.257,21.4
rudy-gobert,1,28,6,0,2,0,2,4,17,26.0,22.0,-0.0,118.7,0.565,0.125,0.250,20.0,118.7,0.564,0.140,0.293,20.0
rudy-gobert,2,36,18,1,3,1,1,0,12,34.0,15.0,8.4,120.5,0.578,0.123,0.239,21.2,112.1,0.525,0.158,0.307,21.4
rudy-gobert,3,37,7,1,1,1,1,4,19,10.0,39.0,-8.4,110.8,0.533,0.146,0.256,17.4,119.1,0.566,0.132,0.280,19.6
rudy-gobert,4,33,13,1,1,1,2,3,10,19.0,28.0,-1.0,116.0,0.540,0.129,0.284,17.8,117.0,0.547,0.125,0.268,20.6
rudy-gobert,5,35,16,1,0,0,4,4,19,9.0,39.0,-9.8,111.9,0.544,0.133,0.222,17.9,121.8,0.566,0.136,0.321,20.1
rudy-gobert,6,39,11,1,0,0,0,3,13,10.0,37.0,-11.9,110.6,0.529,0.139,0.259,17.0,122.5,0.586,0.138,0.275,21.3
rudy-gobert,7,33,18,2,2,0,0,4,7,34.0,15.0,8.4,120.5,0.578,0.123,0.239,21.2,112.1,0.525,0.158,0.307,21.4
rudy-gobert,8,39,10,4,3,0,6,3,17,18.0,31.0,-5.7,108.8,0.520,0.148,0.263,18.2,114.5,0.547,0.153,0.277,21.7
rudy-gobert,9,38,16,2,1,0,1,4,19,6.0,42.0,-10.9,111.3,0.538,0.156,0.278,19.3,122.2,0.566,0.115,0.263,24.4
rudy-gobert,10,37,18,0,1,0,4,4,15,32.0,15.0,8.5,122.1,0.577,0.130,0.280,21.5,113.7,0.532,0.139,0.281,19.9
rui-hachimura,0,33,8,4,2,0,1,3,15,37.0,12.0,8.9,121.2,0.571,0.126,0.271,19.9,112.3,0.528,0.119,0.260,14.9
rui-hachimura,1,23,4,0,1,2,0,0,16,21.0,27.0,-1.9,118.6,0.541,0.133,0.306,21.7,120.4,0.580,0.142,0.282,19.9
rui-hachimura,2,22,5,1,0,1,0,0,16,23.0,25.0,2.7,115.0,0.536,0.126,0.264,20.7,112.3,0.530,0.137,0.263,22.6
rui-hachimura,3,18,4,0,1,0,0,1,11,21.0,24.0,0.7,118.7,0.560,0.146,0.303,19.9,118.0,0.548,0.126,0.269,22.1
rui-hachimura,4,19,3,2,1,1,0,3,10,23.0,26.0,-2.0,114.1,0.534,0.126,0.277,18.4,116.1,0.556,0.146,0.274,20.1
rui-hachimura,5,30,3,2,0,1,1,1,11,32.0,15.0,8.5,122.1,0.577,0.130,0.280,21.5,113.7,0.532,0.139,0.281,19.9
rui-hachimura,6,23,2,2,1,1,0,2,9,15.0,33.0,-9.4,109.4,0.508,0.150,0.297,19.1,118.7,0.568,0.147,0.291,21.5
rui-hachimura,7,15,2,1,1,0,0,0,0,19.0,28.0,-1.0,116.0,0.540,0.129,0.284,17.8,117.0,0.547,0.125,0.268,20.6
rui-hachimura,8,22,4,1,0,2,0,1,6,26.0,22.0,-0.0,118.7,0.565,0.125,0.250,20.0,118.7,0.564,0.140,0.293,20.0
rui-hachimura,9,20,3,0,1,0,2,1,12,34.0,15.0,8.4,120.5,0.578,0.123,0.239,21.2,112.1,0.525,0.158,0.307,21.4
rui-hachimura,10,19,3,1,0,1,0,0,17,24.0,26.0,-3.2,116.3,0.545,0.157,0.321,20.8,119.5,0.561,0.122,0.273,18.7
russell-westbrook,0,25,3,9,2,2,0,2,23,6.0,42.0,-10.9,111.3,0.538,0.156,0.278,19.3,122.2,0.566,0.115,0.263,24.4
russell-westbrook,1,21,3,7,0,0,0,0,9,9.0,39.0,-9.8,111.9,0.544,0.133,0.222,17.9,121.8,0.566,0.136,0.321,20.1
russell-westbrook,2,22,4,3,4,0,0,1,13,30.0,16.0,4.5,115.9,0.552,0.137,0.281,18.6,111.4,0.530,0.147,0.265,21.0
russell-westbrook,3,15,4,5,1,0,0,0,4,37.0,12.0,8.9,121.2,0.571,0.126,0.271,19.9,112.3,0.528,0.119,0.260,14.9
russell-westbrook,4,26,5,3,0,2,2,3,20,17.0,31.0,-2.8,115.0,0.547,0.134,0.273,18.5,117.8,0.561,0.136,0.279,18.0
russell-westbrook,5,18,6,3,3,2,0,1,16,25.0,25.0,-0.2,115.4,0.561,0.138,0.232,21.8,115.6,0.554,0.136,0.265,16.7
russell-westbrook,6,31,9,6,2,1,1,3,23,19.0,28.0,-1.0,116.0,0.540,0.129,0.284,17.8,117.0,0.547,0.125,0.268,20.6
russell-westbrook,7,22,2,4,2,1,0,0,11,34.0,15.0,8.4,120.5,0.578,0.123,0.239,21.2,112.1,0.525,0.158,0.307,21.4
russell-westbrook,8,29,8,13,3,2,0,4,12,34.0,15.0,6.9,115.9,0.569,0.153,0.260,22.0,109.1,0.515,0.145,0.263,19.4
russell-westbrook,9,16,2,2,1,0,0,1,12,18.0,31.0,-5.7,108.8,0.520,0.148,0.263,18.2,114.5,0.547,0.153,0.277,21.7
russell-westbrook,10,14,0,3,0,0,0,0,6,17.0,31.0,-2.8,115.0,0.547,0.134,0.273,18.5,117.8,0.561,0.136,0.279,18.0
ryan-rollins,0,6,0,0,0,0,0,0,2,17.0,31.0,-2.8,115.0,0.547,0.134,0.273,18.5,117.8,0.561,0.136,0.279,18.0
ryan-rollins,1,11,1,1,0,0,1,1,7,21.0,24.0,0.7,118.7,0.560,0.146,0.303,19.9,118.0,0.548,0.126,0.269,22.1
ryan-rollins,2,1,0,0,0,0,0,0,0,32.0,16.0,3.4,120.9,0.576,0.125,0.251,23.4,117.5,0.542,0.114,0.263,19.4
ryan-rollins,3,2,0,0,0,0,0,0,2,26.0,22.0,-0.0,118.7,0.565,0.125,0.250,20.0,118.7,0.564,0.140,0.293,20.0
ryan-rollins,4,3,0,0,0,2,0,0,3,10.0,37.0,-11.9,110.6,0.529,0.139,0.259,17.0,122.5,0.586,0.138,0.275,21.3
ryan-rollins,5,10,5,3,5,2,0,2,6,30.0,17.0,6.3,120.3,0.546,0.118,0.277,25.7,114.0,0.536,0.145,0.291,22.1
ryan-rollins,6,7,1,2,0,0,1,1,7,26.0,23.0,-1.8,113.8,0.536,0.136,0.255,22.9,115.5,0.559,0.141,0.259,18.3
ryan-rollins,7,7,0,1,0,0,1,2,6,21.0,27.0,-1.9,118.6,0.541,0.133,0.306,21.7,120.4,0.580,0.142,0.282,19.9
ryan-rollins,8,12,1,3,1,4,0,1,7,37.0,12.0,8.9,121.2,0.571,0.126,0.271,19.9,112.3,0.528,0.119,0.260,14.9
ryan-rollins,9,6,3,1,1,0,0,0,1,27.0,23.0,1.1,121.7,0.582,0.134,0.283,18.0,120.7,0.567,0.137,0.297,24.3
saben-lee,0,6,2,1,1,0,0,0,2,23.0,26.0,-2.0,114.1,0.534,0.126,0.277,18.4,116.1,0.556,0.146,0.274,20.1
saben-lee,1,5,1,0,1,0,0,0,2,32.0,15.0,8.5,122.1,0.577,0.130,0.280,21.5,113.7,0.532,0.139,0.281,19.9
saben-lee,2,4,1,0,0,0,1,1,1,18.0,31.0,-5.7,108.8,0.520,0.148,0.263,18.2,114.5,0.547,0.153,0.277,21.7
saben-lee,3,2,0,0,0,1,0,0,0,26.0,23.0,-1.8,113.8,0.536,0.136,0.255,22.9,115.5,0.559,0.141,0.259,18.3
saben-lee,4,14,0,3,0,1,0,1,1,10.0,37.0,-11.9,110.6,0.529,0.139,0.259,17.0,122.5,0.586,0.138,0.275,21.3
saben-lee,5,12,2,1,2,0,0,1,9,23.0,25.0,2.7,115.0,0.536,0.126,0.264,20.7,112.3,0.530,0.137,0.263,22.6
saben-lee,6,20,3,4,1,1,1,2,6,28.0,19.0,0.1,117.6,0.565,0.134,0.264,17.9,117.5,0.566,0.138,0.249,21.6
saben-lee,7,1,0,0,0,0,0,0,4,28.0,19.0,0.1,117.6,0.565,0.134,0.264,17.9,117.5,0.566,0.138,0.249,21.6
saben-lee,8,3,1,0,0,0,0,0,4,6.0,42.0,-10.9,111.3,0.538,0.156,0.278,19.3,122.2,0.566,0.115,0.263,24.4
saben-lee,9,4,2,1,0,0,0,1,0,30.0,17.0,6.3,120.3,0.546,0.118,0.277,25.7,114.0,0.536,0.145,0.291,22.1
saben-lee,10,4,0,2,0,0,1,0,2,24.0,26.0,-3.2,116.3,0.545,0.157,0.321,20.8,119.5,0.561,0.122,0.273,18.7
saddiq-bey,0,16,3,0,0,0,0,0,2,28.0,21.0,3.6,119.7,0.570,0.149,0.285,24.4,116.1,0.544,0.129,0.278,19.0
saddiq-bey,1,35,8,2,0,1,0,3,18,25.0,25.0,-0.2,115.4,0.561,0.138,0.232,21.8,115.6,0.554,0.136,0.265,16.7
saddiq-bey,2,41,13,3,1,0,0,1,26,17.0,31.0,-2.8,115.0,0.547,0.134,0.273,18.5,117.8,0.561,0.136,0.279,18.0
saddiq-bey,3,38,7,5,0,0,0,3,16,26.0,22.0,-0.0,118.7,0.565,0.125,0.250,20.0,118.7,0.564,0.140,0.293,20.0
saddiq-bey,4,27,7,3,0,1,0,0,18,21.0,24.0,0.7,118.7,0.560,0.146,0.303,19.9,118.0,0.548,0.126,0.269,22.1
saddiq-bey,5,30,7,2,0,0,0,1,13,28.0,19.0,0.1,117.6,0.565,0.134,0.264,17.9,117.5,0.566,0.138,0.249,21.6
saddiq-bey,6,30,7,2,1,0,0,3,0,30.0,16.0,4.5,115.9,0.552,0.137,0.281,18.6,111.4,0.530,0.147,0.265,21.0
saddiq-bey,7,36,2,0,1,0,0,2,14,26.0,23.0,-1.8,113.8,0.536,0.136,0.255,22.9,115.5,0.559,0.141,0.259,18.3
saddiq-bey,8,35,4,0,0,0,0,2,7,26.0,23.0,0.8,113.3,0.532,0.146,0.290,23.1,112.5,0.549,0.157,0.257,21.4
saddiq-bey,9,33,5,2,0,0,0,3,10,10.0,39.0,-8.4,110.8,0.533,0.146,0.256,17.4,119.1,0.566,0.132,0.280,19.6
saddiq-bey,10,27,7,0,1,4,0,1,16,9.0,39.0,-9.8,111.9,0.544,0.133,0.222,17.9,121.8,0.566,0.136,0.321,20.1
sam-hauser,0,23,3,0,0,0,0,1,17,25.0,25.0,-0.2,115.4,0.561,0.138,0.232,21.8,115.6,0.554,0.136,0.265,16.7
sam-hauser,1,23,2,1,2,1,0,3,9,27.0,23.0,1.1,121.7,0.582,0.134,0.283,18.0,120.7,0.567,0.137,0.297,24.3
sam-hauser,2,26,0,1,0,1,0,0,11,28.0,21.0,3.3,117.5,0.559,0.135,0.275,21.4,114.3,0.544,0.140,0.262,20.0
sam-hauser,3,20,3,1,0,0,1,1,6,32.0,15.0,8.5,122.1,0.577,0.130,0.280,21.5,113.7,0.532,0.139,0.281,19.9
sam-hauser,4,12,0,1,1,0,0,0,5,26.0,23.0,-1.8,113.8,0.536,0.136,0.255,22.9,115.5,0.559,0.141,0.259,18.3
sam-hauser,5,15,1,0,0,0,0,1,5,26.0,22.0,-0.0,118.7,0.565,0.125,0.250,20.0,118.7,0.564,0.140,0.293,20.0
sam-hauser,6,31,7,6,1,1,1,0,9,23.0,25.0,2.7,115.0,0.536,0.126,0.264,20.7,112.3,0.530,0.137,0.263,22.6
sam-hauser,7,16,1,1,0,0,0,2,0,33.0,16.0,4.1,118.9,0.562,0.130,0.292,18.0,114.7,0.536,0.125,0.267,20.5
sam-hauser,8,20,4,2,2,0,0,0,7,10.0,39.0,-8.4,110.8,0.533,0.146,0.256,17.4,119.1,0.566,0.132,0.280,19.6
sam-hauser,9,16,5,0,0,0,1,0,3,17.0,31.0,-2.8,115.0,0.547,0.134,0.273,18.5,117.8,0.561,0.136,0.279,18.0
sam-hauser,10,20,6,0,0,0,0,0,6,23.0,25.0,2.7,115.0,0.536,0.126,0.264,20.7,112.3,0.530,0.137,0.263,22.6
sam-merrill,0,18,2,1,0,0,0,1,9,18.0,31.0,-5.7,108.8,0.520,0.148,0.263,18.2,114.5,0.547,0.153,0.277,21.7
sam-merrill,1,16,2,1,0,1,0,1,11,6.0,42.0,-10.9,111.3,0.538,0.156,0.278,19.3,122.2,0.566,0.115,0.263,24.4
sam-merrill,2,7,0,0,0,0,0,1,0,32.0,15.0,8.5,122.1,0.577,0.130,0.280,21.5,113.7,0.532,0.139,0.281,19.9
sam-merrill,3,17,0,0,0,0,0,3,7,32.0,16.0,3.4,120.9,0.576,0.125,0.251,23.4,117.5,0.542,0.114,0.263,19.4
sam-merrill,4,27,2,3,1,0,0,1,12,32.0,16.0,3.4,120.9,0.576,0.125,0.251,23.4,117.5,0.542,0.114,0.263,19.4
sam-merrill,5,31,3,1,1,1,0,2,26,26.0,23.0,0.8,113.3,0.532,0.146,0.290,23.1,112.5,0.549,0.157,0.257,21.4
sam-merrill,6,30,4,6,1,0,0,2,18,21.0,27.0,-1.9,118.6,0.541,0.133,0.306,21.7,120.4,0.580,0.142,0.282,19.9
sam-merrill,7,22,5,5,0,0,0,1,10,32.0,16.0,3.4,120.9,0.576,0.125,0.251,23.4,117.5,0.542,0.114,0.263,19.4
sam-merrill,8,20,3,2,0,2,0,4,15,23.0,26.0,-2.0,114.1,0.534,0.126,0.277,18.4,116.1,0.556,0.146,0.274,20.1
sam-merrill,9,32,9,1,0,1,0,1,6,19.0,28.0,-1.0,116.0,0.540,0.129,0.284,17.8,117.0,0.547,0.125,0.268,20.6
sam-merrill,10,23,3,3,0,0,0,0,18,10.0,39.0,-8.4,110.8,0.533,0.146,0.256,17.4,119.1,0.566,0.132,0.280,19.6
sandro-mamukelashvili,0,1,0,0,0,0,0,0,0,15.0,33.0,-9.4,109.4,0.508,0.150,0.297,19.1,118.7,0.568,0.147,0.291,21.5
sandro-mamukelashvili,1,5,1,0,0,0,0,0,4,34.0,15.0,8.4,120.5,0.578,0.123,0.239,21.2,112.1,0.525,0.158,0.307,21.4
sandro-mamukelashvili,2,5,2,0,0,0,0,0,2,37.0,12.0,8.9,121.2,0.571,0.126,0.271,19.9,112.3,0.528,0.119,0.260,14.9
sandro-mamukelashvili,3,1,0,0,0,0,0,0,0,21.0,27.0,-1.9,118.6,0.541,0.133,0.306,21.7,120.4,0.580,0.142,0.282,19.9
sandro-mamukelashvili,4,18,8,1,0,1,2,5,8,23.0,26.0,-2.0,114.1,0.534,0.126,0.277,18.4,116.1,0.556,0.146,0.274,20.1
sandro-mamukelashvili,5,10,2,0,0,0,1,1,1,10.0,37.0,-11.9,110.6,0.529,0.139,0.259,17.0,122.5,0.586,0.138,0.275,21.3
sandro-mamukelashvili,6,2,0,0,0,0,0,0,0,6.0,42.0,-10.9,111.3,0.538,0.156,0.278,19.3,122.2,0.566,0.115,0.263,24.4
sandro-mamukelashvili,7,3,0,2,0,0,0,0,0,32.0,16.0,3.4,120.9,0.576,0.125,0.251,23.4,117.5,0.542,0.114,0.263,19.4
sandro-mamukelashvili,8,2,0,0,1,0,1,0,3,18.0,31.0,-5.7,108.8,0.520,0.148,0.263,18.2,114.5,0.547,0.153,0.277,21.7
sandro-mamukelashvili,9,20,7,4,0,0,0,1,7,37.0,12.0,8.9,121.2,0.571,0.126,0.271,19.9,112.3,0.528,0.119,0.260,14.9
sandro-mamukelashvili,10,8,1,2,0,0,0,1,2,15.0,33.0,-9.4,109.4,0.508,0.150,0.297,19.1,118.7,0.568,0.147,0.291,21.5
santi-aldama,0,21,5,2,0,2,0,2,2,21.0,24.0,0.7,118.7,0.560,0.146,0.303,19.9,118.0,0.548,0.126,0.269,22.1
santi-aldama,1,38,9,3,1,0,2,0,18,30.0,16.0,4.5,115.9,0.552,0.137,0.281,18.6,111.4,0.530,0.147,0.265,21.0
santi-aldama,2,34,7,2,2,2,0,2,16,28.0,19.0,0.1,117.6,0.565,0.134,0.264,17.9,117.5,0.566,0.138,0.249,21.6
santi-aldama,3,28,6,1,1,0,0,0,10,27.0,23.0,1.1,121.7,0.582,0.134,0.283,18.0,120.7,0.567,0.137,0.297,24.3
santi-aldama,4,29,7,5,1,0,0,2,14,26.0,23.0,0.8,113.3,0.532,0.146,0.290,23.1,112.5,0.549,0.157,0.257,21.4
santi-aldama,5,23,4,4,1,1,0,0,10,17.0,31.0,-2.8,115.0,0.547,0.134,0.273,18.5,117.8,0.561,0.136,0.279,18.0
santi-aldama,6,28,8,3,2,1,2,0,5,23.0,26.0,-2.0,114.1,0.534,0.126,0.277,18.4,116.1,0.556,0.146,0.274,20.1
santi-aldama,7,25,5,0,2,1,1,4,13,34.0,15.0,6.9,115.9,0.569,0.153,0.260,22.0,109.1,0.515,0.145,0.263,19.4
santi-aldama,8,17,6,1,1,0,3,2,11,21.0,24.0,0.7,118.7,0.560,0.146,0.303,19.9,118.0,0.548,0.126,0.269,22.1
santi-aldama,9,16,7,1,4,1,1,2,7,28.0,21.0,3.6,119.7,0.570,0.149,0.285,24.4,116.1,0.544,0.129,0.278,19.0
santi-aldama,10,9,0,0,1,1,0,0,0,25.0,25.0,-0.2,115.4,0.561,0.138,0.232,21.8,115.6,0.554,0.136,0.265,16.7
scoot-henderson,0,37,5,2,2,0,0,3,30,33.0,16.0,4.1,118.9,0.562,0.130,0.292,18.0,114.7,0.536,0.125,0.267,20.5
scoot-henderson,1,22,0,4,2,0,0,1,15,32.0,16.0,3.4,120.9,0.576,0.125,0.251,23.4,117.5,0.542,0.114,0.263,19.4
scoot-henderson,2,22,2,4,2,2,1,4,22,30.0,17.0,6.3,120.3,0.546,0.118,0.277,25.7,114.0,0.536,0.145,0.291,22.1
scoot-henderson,3,22,4,4,2,0,1,3,4,23.0,26.0,-2.0,114.1,0.534,0.126,0.277,18.4,116.1,0.556,0.146,0.274,20.1
scoot-henderson,4,6,1,0,0,0,0,0,6,10.0,39.0,-8.4,110.8,0.533,0.146,0.256,17.4,119.1,0.566,0.132,0.280,19.6
scoot-henderson,5,24,1,3,2,0,0,0,11,23.0,25.0,2.7,115.0,0.536,0.126,0.264,20.7,112.3,0.530,0.137,0.263,22.6
scoot-henderson,6,26,4,7,1,1,0,5,19,34.0,15.0,8.4,120.5,0.578,0.123,0.239,21.2,112.1,0.525,0.158,0.307,21.4
scoot-henderson,7,23,1,2,3,0,0,1,4,25.0,25.0,-0.2,115.4,0.561,0.138,0.232,21.8,115.6,0.554,0.136,0.265,16.7
scoot-henderson,8,8,2,1,2,0,1,2,10,27.0,23.0,1.1,121.7,0.582,0.134,0.283,18.0,120.7,0.567,0.137,0.297,24.3
scoot-henderson,9,23,3,3,5,0,0,0,7,19.0,28.0,-1.0,116.0,0.540,0.129,0.284,17.8,117.0,0.547,0.125,0.268,20.6
scoot-henderson,10,40,7,9,3,3,0,3,33,28.0,21.0,3.6,119.7,0.570,0.149,0.285,24.4,116.1,0.544,0.129,0.278,19.0
scottie-barnes,0,33,7,4,1,1,0,1,28,23.0,25.0,2.7,115.0,0.536,0.126,0.264,20.7,112.3,0.530,0.137,0.263,22.6
scottie-barnes,1,37,4,7,5,1,0,1,13,23.0,26.0,-2.0,114.1,0.534,0.126,0.277,18.4,116.1,0.556,0.146,0.274,20.1
scottie-barnes,2,38,4,8,5,0,2,2,24,21.0,27.0,-1.9,118.6,0.541,0.133,0.306,21.7,120.4,0.580,0.142,0.282,19.9
scottie-barnes,3,35,5,4,1,1,0,1,23,32.0,15.0,8.5,122.1,0.577,0.130,0.280,21.5,113.7,0.532,0.139,0.281,19.9
scottie-barnes,4,41,12,8,5,0,6,2,22,18.0,31.0,-5.7,108.8,0.520,0.148,0.263,18.2,114.5,0.547,0.153,0.277,21.7
scottie-barnes,5,33,6,7,3,0,2,2,9,32.0,17.0,6.8,119.8,0.545,0.135,0.328,21.2,113.0,0.543,0.134,0.250,17.7
scottie-barnes,6,37,7,6,6,3,3,1,31,23.0,26.0,-2.0,114.1,0.534,0.126,0.277,18.4,116.1,0.556,0.146,0.274,20.1
